"Uniprot"	"ProteinNames"	"Symbol"	"LFQ.intensity.AROM_Rep1"	"LFQ.intensity.AROM_Rep2"	"LFQ.intensity.AROM_Rep3"	"LFQ.intensity.WT_Rep1"	"LFQ.intensity.WT_Rep2"	"LFQ.intensity.WT_Rep3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
"P53810"	"Phosphatidylinositol transfer protein alpha isoform"	"Pitpna"	108770000	130890000	138380000	72834000	97766000	86067000	0.561550073609696	3.47282809276075	2.78562510632675	0.0255178565362992	0.0297931956545875	0.0622547386539362	0.0563589424095568	4	2.37770806225332	0.0975256303366687	0.0392194649119703	0.060956903856518	"Not Significant"	"Not Significant"	1.52588291132946	1.59315580853838
"P53811"	"Phosphatidylinositol transfer protein beta isoform"	"Pitpnb"	0	14084000	0	0	10153000	9404000	0.361686924762929	2.64794314448639	1.90782328669648	0.0571043235075848	0.102144977326535	0.0896759729761691	0.123673800994633	4	2.37770806225332	0.0975256303366687	0.0279859185146577	0.0539113970458198	"Not Significant"	"Not Significant"	0.990782983637498	1.24333100901504
"P53986"	"Monocarboxylate transporter 1"	"Slc16a1"	52704000	63731000	49098000	60236000	65899000	59594000	-0.173492537574988	-1.42906628460799	-0.948128624863086	0.226192456250741	0.377592318908606	0.214158058737818	0.292575887915664	4	2.37770806225332	0.0975256303366687	0.0221079315432269	0.0502248143963443	"Not Significant"	"Not Significant"	0.422976848827191	0.645521883333232
"P53994"	"Ras-related protein Rab-2A"	"Rab2a"	260560000	296040000	266890000	363360000	489340000	411360000	-0.609661782294112	-4.45788563568594	-3.21454631230912	0.0111785035617306	0.016777356533539	0.0459674900337244	0.0400419343172785	4	2.37770806225332	0.0975256303366687	0.0280550699803882	0.0539547677771581	"Not Significant"	"Not Significant"	1.77527646623295	1.95161633047293
"P53996"	"Cellular nucleic acid-binding protein"	"Cnbp"	1.11e+08	60509000	1.1e+08	125950000	97684000	118050000	-0.325052832877746	-1.04918599366977	-1.11861543761803	0.353299935724182	0.303658923019244	0.286182183141381	0.254619584174768	4	2.37770806225332	0.0975256303366687	0.14397735841533	0.126659436792055	"Not Significant"	"Not Significant"	0.517613952608	0.451856441576294
"P54071"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"Idh2"	116080000	210540000	253200000	62693000	83965000	105600000	1.15888169688105	2.87356898551984	3.26159109372155	0.0453054292639068	0.0157775724635186	0.0787602135198764	0.0389815200050061	4	2.37770806225332	0.0975256303366687	0.243964261711287	0.189369678352175	"Not Significant"	"Not Significant"	1.8019598165131	1.34384975034769
"P54103"	"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed"	"Dnajc2"	21687000	11477000	20615000	35277000	26770000	23036000	-0.694654901419103	-2.01198790187458	-2.2077391893	0.114538986343378	0.0667188829390761	0.134839172651183	0.094141775822405	4	2.37770806225332	0.0975256303366687	0.178804620782249	0.148502557880049	"Not Significant"	"Not Significant"	1.17575123361517	0.941046664661013
"P54116"	"Erythrocyte band 7 integral membrane protein"	"Stom"	22060000	19309000	15965000	19520000	23789000	20710000	-0.166652146721618	-1.04414446200918	-0.831015843939722	0.355364389807492	0.435965743661239	0.287435035814416	0.321770243273209	4	2.37770806225332	0.0975256303366687	0.038211308077741	0.0603246034599564	"Not Significant"	"Not Significant"	0.360547634408886	0.449326093933504
"P54227"	"Stathmin"	"Stmn1"	338140000	194660000	202070000	430160000	387940000	464730000	-0.847889131531468	-3.1650041905067	-3.22200325325385	0.0340203323222428	0.0166144042423213	0.069095035376188	0.0399175298652098	4	2.37770806225332	0.0975256303366687	0.107651681328248	0.103876533132932	"Not Significant"	"Not Significant"	1.77951522699503	1.46826144836568
"P54310"	"Hormone-sensitive lipase"	"Lipe"	15518000	8073500	13438000	37135000	31603000	16460000	-1.17342607231232	-2.55734226850412	-2.96821212539971	0.0628146498442333	0.0232624052310326	0.0940758823244476	0.0483136140616341	4	2.37770806225332	0.0975256303366687	0.315809370877404	0.234429821252936	"Not Significant"	"Not Significant"	1.63334538313462	1.20193905682762
"P54726"	"UV excision repair protein RAD23 homolog A"	"Rad23a"	34922000	29966000	28267000	40813000	43354000	42951000	-0.453768036360854	-4.78189580687709	-2.62478067938911	0.00876336142953986	0.0371719421074573	0.0414324496255615	0.0656465299325139	4	2.37770806225332	0.0975256303366687	0.0135069982151175	0.0448304418448541	"Not Significant"	"Not Significant"	1.42978474790298	2.05732927621985
"P54728"	"UV excision repair protein RAD23 homolog B"	"Rad23b"	55441000	75111000	89217000	59793000	70863000	61808000	0.168164466427322	0.785069074273652	0.730345782986617	0.476303710197629	0.491127102152604	0.341372980717704	0.345469873226685	4	2.37770806225332	0.0975256303366687	0.0688246460712776	0.0795248162603652	"Not Significant"	"Not Significant"	0.308806099282052	0.322116035511124
"P54729"	"NEDD8 ultimate buster 1"	"Nub1"	4946800	0	0	6323300	0	0	0.128392991758737	0.353986400003673	0.392969935471278	0.741220373647712	0.707142827005642	0.44245111012459	0.429036038393575	4	2.37770806225332	0.0975256303366687	0.197333465372324	0.160123563049438	"Not Significant"	"Not Significant"	0.150492859589574	0.130052651898778
"P54731"	"FAS-associated factor 1"	"Faf1"	9978800	9119400	11499000	10426000	11254000	9544400	-0.0326308631115013	-0.273871298143437	-0.17923947194674	0.797744240294087	0.863309516510417	0.463079198883651	0.478571799722715	4	2.37770806225332	0.0975256303366687	0.0212939064170311	0.0497142704089119	"Not Significant"	"Not Significant"	0.0638334717088106	0.098136322725208
"P54775"	"26S protease regulatory subunit 6B"	"Psmc4"	189150000	156320000	105580000	181320000	191100000	145690000	-0.23113266017929	-0.840134822088773	-0.863123797815008	0.448116473754846	0.419339518667523	0.329637515056376	0.313532959606435	4	2.37770806225332	0.0975256303366687	0.113531381596967	0.107564190336007	"Not Significant"	"Not Significant"	0.377434207640549	0.348609090165695
"P54822"	"Adenylosuccinate lyase"	"Adsl"	153490000	123420000	138730000	173390000	177350000	168030000	-0.325112731377408	-3.47152842210015	-1.88522240704932	0.0255480525574545	0.105476565193737	0.0622547386539362	0.126693294706982	4	2.37770806225332	0.0975256303366687	0.0131558151309896	0.0446101852381232	"Not Significant"	"Not Significant"	0.976844021291333	1.59264219908251
"P54823"	"Probable ATP-dependent RNA helicase DDX6"	"Ddx6"	122290000	102960000	104350000	150090000	128130000	124880000	-0.290052536604268	-2.52136342143392	-1.60794840123091	0.065261910784574	0.15604178313523	0.0963129211196283	0.164714607721215	4	2.37770806225332	0.0975256303366687	0.0198506027666415	0.0488090526496156	"Not Significant"	"Not Significant"	0.806759095521449	1.18534021477971
"P54869"	"Hydroxymethylglutaryl-CoA synthase, mitochondrial"	"Hmgcs2"	1015100000	1284300000	1920100000	1246800000	1100500000	1134200000	0.228573760618765	0.834524305891914	0.856072427604849	0.450926501200495	0.422950580880265	0.330682163106684	0.315069998085269	4	2.37770806225332	0.0975256303366687	0.112529405847803	0.106935766620538	"Not Significant"	"Not Significant"	0.373710374243938	0.345894240215879
"P54923"	"[Protein ADP-ribosylarginine] hydrolase"	"Adprh"	120360000	88801000	111940000	128950000	172070000	161180000	-0.526583535829127	-2.88248633661255	-2.47764555630086	0.044900681612761	0.0456191902109326	0.0786934396283227	0.0743123273100793	4	2.37770806225332	0.0975256303366687	0.0500600520684682	0.067755952700198	"Not Significant"	"Not Significant"	1.34085242817916	1.34774706615895
"P55096"	"ATP-binding cassette sub-family D member 3"	"Abcd3"	144640000	179720000	161370000	137950000	117290000	91168000	0.502588346601279	2.56477921286121	2.28631404065453	0.0623219900927324	0.0597002912517697	0.0938777337686334	0.087196720398916	4	2.37770806225332	0.0975256303366687	0.0575991557356904	0.0724843620871642	"Not Significant"	"Not Significant"	1.22402355013147	1.2053586870349
"P55264"	"Adenosine kinase"	"Adk"	116550000	136400000	164220000	110270000	109070000	122580000	0.274801398331849	1.79933371998001	1.39386804886105	0.146351804279983	0.209991195591158	0.159304775317892	0.200885656750655	4	2.37770806225332	0.0975256303366687	0.0349869188771702	0.0583023163504824	"Not Significant"	"Not Significant"	0.677798913772437	0.834601919051779
"P55302"	"Alpha-2-macroglobulin receptor-associated protein"	"Lrpap1"	304270000	329920000	368480000	252970000	247010000	261040000	0.393749334649043	4.72578819715328	2.32855915390126	0.00913244282205223	0.0562451511482405	0.0420146292478667	0.0842206238839735	4	2.37770806225332	0.0975256303366687	0.0104131570479936	0.042890032445788	"Not Significant"	"Not Significant"	1.24991491180026	2.03941303821212
"P55772"	"Ectonucleoside triphosphate diphosphohydrolase 1"	"Entpd1"	0	32647000	17798000	0	11709000	13363000	0.390061857005163	0.541256874912501	0.659355340131797	0.617066627667868	0.53274121223893	0.399664951060649	0.362577574996356	4	2.37770806225332	0.0975256303366687	0.779024965339048	0.524951488246883	"Not Significant"	"Not Significant"	0.273483705400936	0.20966794055953
"P55937"	"Golgin subfamily A member 3"	"Golga3"	32719000	27261000	26813000	44784000	33095000	32980000	-0.343762758564162	-1.98905582321788	-1.65829425025582	0.117577500504202	0.14539326802697	0.137221573418402	0.158169458546735	4	2.37770806225332	0.0975256303366687	0.0448038120613701	0.0644593201445579	"Not Significant"	"Not Significant"	0.837455701636704	0.929675776403873
"P56212"	"cAMP-regulated phosphoprotein 19"	"Arpp19"	21244000	22100000	13484000	19120000	25655000	0	0.464603773436126	0.603878139700772	0.738783728369451	0.578499420790682	0.486328567217617	0.384453665603092	0.344073811386298	4	2.37770806225332	0.0975256303366687	0.887887838721511	0.593228601165721	"Not Significant"	"Not Significant"	0.31307021897679	0.237697071539434
"P56375"	"Acylphosphatase-2"	"Acyp2"	13137000	22038000	26798000	14267000	16358000	18690000	0.276936516350079	0.847474701758668	0.916964247165438	0.444461489210011	0.392515424505925	0.328362910078348	0.299672521725477	4	2.37770806225332	0.0975256303366687	0.160176287323646	0.136819154828815	"Not Significant"	"Not Significant"	0.406143272304236	0.35216586292356
"P56376"	"Acylphosphatase-1"	"Acyp1"	403470000	220420000	296930000	485670000	622150000	672820000	-0.981540006011722	-3.3970576817154	-3.54644625868786	0.0273513838664743	0.0109521461634814	0.0635305029224991	0.0322476601509618	4	2.37770806225332	0.0975256303366687	0.125227995085438	0.114900125674721	"Not Significant"	"Not Significant"	1.96050076889435	1.56302069527684
"P56380"	"Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]"	"Nudt2"	35156000	37482000	47646000	24409000	31190000	33122000	0.438679145223904	2.31337079304009	2.02796646788405	0.0817291609405475	0.0861129405628189	0.110570973092193	0.110367486524397	4	2.37770806225332	0.0975256303366687	0.0539379876874411	0.0701881340299923	"Not Significant"	"Not Significant"	1.06493158033808	1.08762295967365
"P56382"	"ATP synthase subunit epsilon, mitochondrial"	"Atp5e"	24049000	0	0	0	5768100	0	0.808298794313817	1.1662256345524	1.41671266202368	0.30831545602616	0.203510636787585	0.262109646658824	0.196722333742261	4	2.37770806225332	0.0975256303366687	0.720559675894466	0.488282961638956	"Not Significant"	"Not Significant"	0.691412886795376	0.511004703302617
"P56390"	"Cyclin-dependent kinases regulatory subunit 2"	"Cks2"	0	16646000	22195000	0	29996000	28342000	-0.309249878996551	-0.367412039838785	-0.451774409508374	0.731925559596363	0.666391248341805	0.44026978743397	0.413750112784978	4	2.37770806225332	0.0975256303366687	1.06268259677371	0.702857173904399	"Not Significant"	"Not Significant"	0.176270715115403	0.135533086565223
"P56391"	"Cytochrome c oxidase subunit 6B1"	"Cox6b1"	85729000	3614600	68458000	41066000	12373000	0	0.767363289710655	0.472566604747885	0.592387227408879	0.661152531965072	0.573981165528812	0.415326631506499	0.379048065595283	4	2.37770806225332	0.0975256303366687	3.95518900174668	2.51699251954204	"Not Significant"	"Not Significant"	0.241102358196292	0.179698334540485
"P56395"	"Cytochrome b5"	"Cyb5a"	351740000	335790000	431750000	201900000	182630000	192770000	0.947606540735085	7.96311497743144	5.20687638208908	0.00134736703555664	0.0016603293118745	0.0232767897032234	0.014173744774999	4	2.37770806225332	0.0975256303366687	0.0212413143263575	0.049681285461868	"Not Significant"	"Not Significant"	2.77980576488419	2.87051408222527
"P56399"	"Ubiquitin carboxyl-terminal hydrolase 5"	"Usp5"	436890000	402180000	381390000	481770000	519540000	468320000	-0.268898532502374	-3.71130979821945	-1.62058204063336	0.0206304161447207	0.153302262204786	0.0570733863486547	0.16327322045472	4	2.37770806225332	0.0975256303366687	0.00787433173067404	0.0412977204161135	"Not Significant"	"Not Significant"	0.814451436431948	1.68549201160353
"P56480"	"ATP synthase subunit beta, mitochondrial"	"Atp5b"	1884800000	2093300000	2669100000	1759800000	1.79e+09	1776900000	0.303936777164093	2.04226873044727	1.55649328549794	0.110657898823461	0.16768323945759	0.132298051349096	0.172646009013747	4	2.37770806225332	0.0975256303366687	0.0332224756279698	0.0571956847944579	"Not Significant"	"Not Significant"	0.775510344518852	0.956017580444295
"P56565"	"Protein S100-A1"	"S100a1"	0	60670000	23141000	0	13109000	18793000	0.537337939424823	0.652318741166446	0.801186126619081	0.549783202137886	0.451832985035808	0.371446856306348	0.329823071840673	4	2.37770806225332	0.0975256303366687	1.01780963590461	0.674713545860536	"Not Significant"	"Not Significant"	0.345022067580919	0.259808533554519
"P56812"	"Programmed cell death protein 5"	"Pdcd5"	124430000	81158000	95028000	126650000	174060000	190230000	-0.709204137194003	-2.80035834238928	-2.79323077287982	0.0487937251947516	0.0294852556308081	0.0820825661987117	0.0559948668372316	4	2.37770806225332	0.0975256303366687	0.0962069757341181	0.0966985905351105	"Not Significant"	"Not Significant"	1.53039510263035	1.31163602407331
"P56873"	"Sjoegren syndrome/scleroderma autoantigen 1 homolog"	"Sssca1"	29897000	22936000	15454000	42685000	48352000	42710000	-1.01876126831991	-3.60007541063248	-3.7333537538906	0.02275661164663	0.00867677595893579	0.0590329809846941	0.0287795411772307	4	2.37770806225332	0.0975256303366687	0.120119333524747	0.111696052041481	"Not Significant"	"Not Significant"	2.06164161622274	1.64289240188676
"P56959"	"RNA-binding protein FUS"	"Fus"	203070000	172860000	188160000	215450000	216910000	239690000	-0.254026076699505	-3.04122248142565	-1.501689862743	0.0383562810163044	0.180972174902409	0.0729170660314499	0.181911951380293	4	2.37770806225332	0.0975256303366687	0.0104652950313797	0.0429227325837543	"Not Significant"	"Not Significant"	0.742388194276092	1.41616350818531
"P57716"	"Nicastrin"	"Ncstn"	58267000	33164000	59884000	22638000	30248000	30570000	0.822254945007721	2.63533730937277	2.81540607913848	0.057861946761243	0.0286066005747871	0.0898918669429248	0.0547008940254517	4	2.37770806225332	0.0975256303366687	0.146026550413644	0.127944658365894	"Not Significant"	"Not Significant"	1.54353374790352	1.23760695863407
"P57722"	"Poly(rC)-binding protein 3"	"Pcbp3"	96466000	64649000	104890000	126120000	168750000	179100000	-0.847593454466307	-3.18435544818748	-3.23436851845924	0.0333958329064698	0.0163479625355286	0.0687850972747174	0.039646003570126	4	2.37770806225332	0.0975256303366687	0.106273104896424	0.10301191128548	"Not Significant"	"Not Significant"	1.78653636622787	1.47630772057257
"P57746"	"V-type proton ATPase subunit D"	"Atp6v1d"	41132000	36824000	38334000	18942000	31314000	32234000	0.534184138227346	2.10867906299457	2.10353566352449	0.102643235123886	0.0773465471776335	0.126812651672369	0.1024468753165	4	2.37770806225332	0.0975256303366687	0.0962614199104337	0.0967327370816655	"Not Significant"	"Not Significant"	1.11155906884465	0.988669668262996
"P57759"	"Endoplasmic reticulum resident protein 29"	"Erp29"	150180000	129210000	192990000	149110000	180530000	175490000	-0.111689305818322	-0.589555938439037	-0.516565472941309	0.587178662053717	0.622878791373904	0.388053735588931	0.399632473262016	4	2.37770806225332	0.0975256303366687	0.0538349613879982	0.070123517526109	"Not Significant"	"Not Significant"	0.205596456324593	0.231229734973293
"P57776"	"Elongation factor 1-delta"	"Eef1d"	410740000	440590000	304900000	425170000	542670000	541550000	-0.393070383818146	-1.96141482852636	-1.76801394084201	0.121357615711824	0.124541924856802	0.139678890921512	0.142201260760306	4	2.37770806225332	0.0975256303366687	0.0602411142351145	0.0741413576558768	"Not Significant"	"Not Significant"	0.904684426327583	0.915932964632086
"P57780"	"Alpha-actinin-4"	"Actn4"	511460000	1162100000	978150000	227680000	270230000	397930000	1.52320978937062	3.5253021658219	4.05174917387697	0.0243333827322983	0.00590742711261782	0.0606663922584216	0.0243276077262569	4	2.37770806225332	0.0975256303366687	0.280038670921676	0.21199499067959	"Not Significant"	"Not Significant"	2.22860162810155	1.61379751294128
"P57784"	"U2 small nuclear ribonucleoprotein A"	"Snrpa1"	61719000	61288000	58408000	53113000	72064000	76218000	-0.133663401939099	-0.815897739020353	-0.659538557494173	0.460356329530879	0.532630988164385	0.334796400923889	0.362577574996356	4	2.37770806225332	0.0975256303366687	0.0402573163659638	0.0616078282599952	"Not Significant"	"Not Significant"	0.273573570159	0.336905881270102
"P58021"	"Transmembrane 9 superfamily member 2"	"Tm9sf2"	44684000	38998000	30855000	51639000	55176000	48435000	-0.453296368677102	-2.7441071093889	-2.2290791206163	0.0516866310586075	0.0647329417181678	0.0853964540883835	0.0922787945067796	4	2.37770806225332	0.0975256303366687	0.0409311193058922	0.0620304270577773	"Not Significant"	"Not Significant"	1.18887465649299	1.28662177428111
"P58044"	"Isopentenyl-diphosphate Delta-isomerase 1"	"Idi1"	101550000	84957000	107420000	171260000	236890000	220070000	-1.08937014168723	-6.2400134296641	-5.23189235622761	0.00336111723340592	0.00161863015743728	0.0287841881993828	0.0141723363781221	4	2.37770806225332	0.0975256303366687	0.0457163075340331	0.065031623212529	"Not Significant"	"Not Significant"	2.79085237232936	2.47351633938016
"P58137"	"Acyl-coenzyme A thioesterase 8"	"Acot8"	0	3561400	0	0	4560900	0	-0.121281154751833	-0.177004191030253	-0.214836459490646	0.868106293891527	0.836601014847672	0.482079410697046	0.46989654403149	4	2.37770806225332	0.0975256303366687	0.704223975564059	0.478037462678544	"Not Significant"	"Not Significant"	0.0774816129295739	0.0614270950720488
"P58252"	"Elongation factor 2"	"Eef2"	2057700000	1942800000	1920700000	1876200000	1865100000	1731100000	0.114015524642416	2.35606668090015	0.711096903465565	0.0779969511680592	0.502192023441654	0.106911271133909	0.350303292312558	4	2.37770806225332	0.0975256303366687	0.00351272445206834	0.0385621876911711	"Not Significant"	"Not Significant"	0.29913018967723	1.1079223731655
"P58281"	"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1"	"Opa1"	47772000	69338000	58732000	39536000	54980000	49346000	0.286317100314648	1.36847051392741	1.25929153906649	0.242989717293412	0.252051834411964	0.224481304104717	0.225557824796721	4	2.37770806225332	0.0975256303366687	0.0656621266973963	0.0775413329506798	"Not Significant"	"Not Significant"	0.598510137455768	0.614412104250321
"P58389"	"Serine/threonine-protein phosphatase 2A activator"	"Ptpa"	431580000	334230000	355400000	614010000	673120000	609770000	-0.765826041223604	-6.36746999370695	-4.19595963360139	0.00311922209835165	0.00498861147939776	0.0287841881993828	0.0225832230399245	4	2.37770806225332	0.0975256303366687	0.021697900086806	0.0499676489993594	"Not Significant"	"Not Significant"	2.30202031825445	2.50595370101891
"P58771"	"Tropomyosin alpha-1 chain"	"Tpm1"	493790000	1217900000	694030000	406720000	364670000	480790000	0.849728358855104	2.14004055099926	2.4216739002554	0.0990833021230697	0.0493402289907794	0.124727659190321	0.0772901355530594	4	2.37770806225332	0.0975256303366687	0.236487112647227	0.184680125935491	"Not Significant"	"Not Significant"	1.30679883925647	1.00399952822739
"P59016"	"Vacuolar protein sorting-associated protein 33B"	"Vps33b"	4546100	0	0	6721600	0	0	-0.41987681516113	-0.765883017113514	-0.910325411552517	0.486442359391479	0.395751532384877	0.34561765817378	0.300908783000295	4	2.37770806225332	0.0975256303366687	0.45082726032101	0.319110956310034	"Not Significant"	"Not Significant"	0.40257739483577	0.312968613733324
"P59017"	"Bcl-2-like protein 13"	"Bcl2l13"	10176000	0	15283000	7549600	0	0	0.932200005241096	2.8789833278245	3.10741354717947	0.0450591748311098	0.0193197287831276	0.0786934396283227	0.0435503940082725	4	2.37770806225332	0.0975256303366687	0.157264667605689	0.134993031908457	"Not Significant"	"Not Significant"	1.71399897465023	1.34621676577635
"P59242"	"Cingulin"	"Cgn"	94139000	102710000	81906000	116730000	121220000	98488000	-0.271780287802877	-2.05254364190889	-1.44786036644422	0.109373989258596	0.194967087128326	0.131149959032361	0.191241825361232	4	2.37770806225332	0.0975256303366687	0.026299189682872	0.0528535067721846	"Not Significant"	"Not Significant"	0.710038696765563	0.961085947331391
"P59279"	"Ras-related protein Rab-2B"	"Rab2b"	28034000	39842000	0	31651000	12473000	57864000	-0.610365825925724	-0.568507078026052	-0.706117405804868	0.600087683951544	0.505081088568814	0.392689303013009	0.350688657143329	4	2.37770806225332	0.0975256303366687	1.72901963906005	1.12077347598795	"Not Significant"	"Not Significant"	0.296638892196355	0.22178528649298
"P59325"	"Eukaryotic translation initiation factor 5"	"Eif5"	112650000	83207000	99757000	160830000	161100000	144790000	-0.668113631044138	-4.88305038677728	-3.52221696701219	0.00814269122453266	0.0112922156216523	0.0403599698647348	0.0326435844491729	4	2.37770806225332	0.0975256303366687	0.0280808023450025	0.0539709067188363	"Not Significant"	"Not Significant"	1.94722083771607	2.08923203358788
"P59326"	"YTH domain-containing family protein 1;YTH domain-containing family protein 2"	"Ythdf1"	0	13524000	12365000	0	9218500	0	0.727452921738147	1.7347829403865	1.98337600644213	0.15779748995825	0.0917471156807251	0.167814884079779	0.114368225401666	4	2.37770806225332	0.0975256303366687	0.263761108099589	0.201785954666527	"Not Significant"	"Not Significant"	1.03740758008552	0.801899909275847
"P59708"	"Splicing factor 3B subunit 6"	"Sf3b6"	16808000	26605000	20817000	20868000	32134000	28487000	-0.345696323294613	-1.29677102906312	-1.31784972497154	0.264456896428617	0.232912268337678	0.23640909816427	0.214428070379306	4	2.37770806225332	0.0975256303366687	0.106599257889266	0.103216469405519	"Not Significant"	"Not Significant"	0.632807634990314	0.577645103094457
"P59999"	"Actin-related protein 2/3 complex subunit 4"	"Arpc4"	92371000	159570000	105430000	44090000	59820000	57102000	1.12238346590285	4.09329251853616	4.20056546870164	0.0149347969506471	0.00496200560035239	0.050349425300084	0.0225832230399245	4	2.37770806225332	0.0975256303366687	0.112778994023455	0.107092304469694	"Not Significant"	"Not Significant"	2.3043427498984	1.82580067756691
"P60122"	"RuvB-like 1"	"Ruvbl1"	229380000	191830000	206600000	263370000	304520000	320240000	-0.499457768415737	-4.42384681838633	-2.78190530082519	0.0114766029709199	0.0299450482837223	0.0462791581517107	0.0563980063667051	4	2.37770806225332	0.0975256303366687	0.0191200332331714	0.0483508507210614	"Not Significant"	"Not Significant"	1.52367498231805	1.94018664236539
"P60229"	"Eukaryotic translation initiation factor 3 subunit E"	"Eif3e"	105130000	118430000	142430000	105700000	133590000	119890000	0.0223211096536414	0.139047512979967	0.11104950827114	0.896132302783179	0.914990079502278	0.488520802967111	0.493148158242563	4	2.37770806225332	0.0975256303366687	0.038654171584132	0.0606023606116279	"Not Significant"	"Not Significant"	0.0385836146119942	0.0476278674283213
"P60335"	"Poly(rC)-binding protein 1"	"Pcbp1"	480570000	373610000	435300000	586050000	591340000	682630000	-0.532608587760203	-4.17878135799093	-2.87046823465121	0.0139320046170227	0.026543336429762	0.0497420887893752	0.0525057590020585	4	2.37770806225332	0.0975256303366687	0.0243673494356144	0.05164188640424	"Not Significant"	"Not Significant"	1.57604448833052	1.85598639028995
"P60605"	"Ubiquitin-conjugating enzyme E2 G2"	"Ube2g2"	0	14404000	11657000	0	17460000	16943000	0.0833950614573336	0.142176792978027	0.170221281136844	0.893814097126333	0.870108608342321	0.487736003113799	0.479240903101927	4	2.37770806225332	0.0975256303366687	0.516076992013078	0.36003458031738	"Not Significant"	"Not Significant"	0.0604265346689175	0.0487527999823314
"P60670"	"Nuclear protein localization protein 4 homolog"	"Nploc4"	188360000	143080000	185080000	202930000	208230000	196880000	-0.246004334352698	-1.88768537831201	-1.31699817643732	0.132103140006727	0.233181164145392	0.148252280949418	0.214556889773099	4	2.37770806225332	0.0975256303366687	0.0254751971320212	0.0523367113699444	"Not Significant"	"Not Significant"	0.632306533836277	0.879086859362098
"P60762"	"Mortality factor 4-like protein 1"	"Morf4l1"	21058000	0	28379000	33336000	30249000	28251000	-1.14189327459389	-1.37086638556935	-1.68471686333971	0.242302693195066	0.140085124121613	0.224185686299007	0.154436590262735	4	2.37770806225332	0.0975256303366687	1.04076345566574	0.689109827118364	"Not Significant"	"Not Significant"	0.85360798073786	0.61564175865137
"P60766"	"Cell division control protein 42 homolog"	"Cdc42"	386800000	265520000	231420000	208570000	136120000	178130000	0.744193551333639	2.60899600384513	2.71255482564354	0.0594827096146144	0.0329319481085545	0.0916404459702143	0.060071711980858	4	2.37770806225332	0.0975256303366687	0.122043944593779	0.112903138380489	"Not Significant"	"Not Significant"	1.48238257758537	1.22560925629211
"P60824"	"Cold-inducible RNA-binding protein"	"Cirbp"	205440000	136520000	110190000	300890000	370160000	362080000	-1.23529030819515	-4.40959059917859	-4.55771332778199	0.0116043079066963	0.00330930039041962	0.0464458717560153	0.0193048872931291	4	2.37770806225332	0.0975256303366687	0.117715265676264	0.110188257815081	"Not Significant"	"Not Significant"	2.48026380945527	1.93538075622192
"P60843"	"Eukaryotic initiation factor 4A-I"	"Eif4a1"	549970000	486330000	423860000	566660000	543960000	567690000	-0.208736975092337	-1.891112737743	-1.16905943701785	0.131581397677634	0.284210886528862	0.147965879867313	0.243968840172114	4	2.37770806225332	0.0975256303366687	0.0182749076313444	0.0478208009956255	"Not Significant"	"Not Significant"	0.546359290698276	0.880805504772242
"P60867"	"40S ribosomal protein S20"	"Rps20"	240650000	129960000	231960000	187760000	140850000	140370000	0.32219872341573	1.00785173520714	1.08405091856895	0.370543239598439	0.317612843516698	0.293581257751905	0.262613776180408	4	2.37770806225332	0.0975256303366687	0.153301213996751	0.132507215016088	"Not Significant"	"Not Significant"	0.498101944042011	0.43116110584041
"P61021"	"Ras-related protein Rab-5B"	"Rab5b"	0	25266000	29132000	0	15748000	18827000	0.245998188990613	0.229648022560096	0.28521457961851	0.82963052948667	0.784517309306007	0.470623544662506	0.454903634698357	4	2.37770806225332	0.0975256303366687	1.72119334611073	1.11586494591857	"Not Significant"	"Not Significant"	0.105397469855051	0.0811152747679562
"P61027"	"Ras-related protein Rab-10"	"Rab10"	155050000	190590000	98981000	156470000	136920000	132350000	0.0149506686024322	0.0518040365832623	0.0540621309987444	0.961168679822105	0.958539694674498	0.505743027171429	0.504219365346696	4	2.37770806225332	0.0975256303366687	0.124935335170492	0.114716573895875	"Not Significant"	"Not Significant"	0.0183898975786787	0.0172003893475868
"P61028"	"Ras-related protein Rab-8B"	"Rab8b"	17664000	21016000	31177000	11076000	10444000	10164000	1.09973423080934	4.48437255455711	4.41809972882982	0.0109530096596781	0.00386842354138243	0.0456276224563882	0.0201739416076543	4	2.37770806225332	0.0975256303366687	0.0902118052813681	0.0929385122159208	"Not Significant"	"Not Significant"	2.41246598246513	1.96046652931746
"P61079"	"Ubiquitin-conjugating enzyme E2 D3"	"Ube2d3"	119240000	60129000	19396000	172360000	175650000	161340000	-1.71146684208337	-2.23769633892267	-2.7365980508975	0.0888486792296432	0.0318620974371624	0.116835136127696	0.0587172678005957	4	2.37770806225332	0.0975256303366687	0.877457186975516	0.586686657480509	"Not Significant"	"Not Significant"	1.49672563859756	1.05134902376798
