"LFQ.intensity.AROM_Rep1"	"LFQ.intensity.AROM_Rep2"	"LFQ.intensity.AROM_Rep3"	"LFQ.intensity.WT_Rep1"	"LFQ.intensity.WT_Rep2"	"LFQ.intensity.WT_Rep3"	"id"	"Uniprot"	"Symbol"	"ProteinNames"
0	0	0	6193900	0	0	2180	"Q7TSS2"	"Ube2q1"	"Ubiquitin-conjugating enzyme E2 Q1"
0	0	0	0	1157600	0	2188	"Q80T85"	"Dcaf5"	"DDB1- and CUL4-associated factor 5"
0	0	0	2684800	0	0	2192	"Q9CWU2"	"Zdhhc13"	"Palmitoyltransferase ZDHHC13;Palmitoyltransferase ZDHHC17"
0	0	0	1865700	0	0	2195	"Q80U44"	"Zfyve16"	"Zinc finger FYVE domain-containing protein 16"
0	0	0	0	0	2736100	2208	"Q80UW2"	"Fbxo2"	"F-box only protein 2"
0	0	0	1977300	0	0	2218	"Q80VP0"	"Tecpr1"	"Tectonin beta-propeller repeat-containing protein 1"
0	0	0	0	7407400	5871800	2222	"Q80W32"	"Iqcg"	"IQ domain-containing protein G"
0	0	0	6134300	0	0	2223	"Q80W47"	"Wipi2"	"WD repeat domain phosphoinositide-interacting protein 2"
0	0	0	4805100	0	0	2227	"Q80WC7"	"Agfg2"	"Arf-GAP domain and FG repeat-containing protein 2"
0	0	0	2050500	0	0	2231	"Q80WR5"	NA	"UPF0688 protein C1orf174 homolog"
0	0	0	5230500	0	0	2232	"Q80WT5"	"Aftph"	"Aftiphilin"
0	0	0	3704600	0	0	2238	"Q80X73"	"Pelo"	"Protein pelota homolog"
0	0	0	0	1701600	0	2245	"Q80XI4"	"Pip4k2b"	"Phosphatidylinositol 5-phosphate 4-kinase type-2 beta"
0	0	0	15308000	0	0	2250	"Q80Y14"	"Glrx5"	"Glutaredoxin-related protein 5, mitochondrial"
0	0	0	56795000	0	0	2251	"Q80Y39"	NA	"Uncharacterized protein C10orf62 homolog"
0	0	0	0	0	2585400	2254	"Q80Y81"	"Elac2"	"Zinc phosphodiesterase ELAC protein 2"
0	0	0	15747000	0	0	2255	"Q80Y86"	"Mapk15"	"Mitogen-activated protein kinase 15"
0	0	0	0	0	2814700	2259	"Q80YD3"	"Fam205c"	"Protein FAM205CP homolog"
0	0	0	1500800	0	0	2263	"Q80YV4"	"Pank4"	"Pantothenate kinase 4"
0	0	0	2128600	0	0	2267	"Q80ZQ0"	"Spaca4"	"Sperm acrosome membrane-associated protein 4"
0	0	0	4150100	0	0	2268	"Q80ZU5"	"Ccdc181"	"Coiled-coil domain-containing protein 181"
0	0	0	0	0	991830	2272	"Q810D6"	"Grwd1"	"Glutamate-rich WD repeat-containing protein 1"
0	0	0	0	0	4472100	2273	"Q810N6"	"Ankrd45"	"Ankyrin repeat domain-containing protein 45"
0	0	0	3380700	0	0	2276	"Q811G0"	"Bbs9"	"Protein PTHB1"
0	0	0	0	0	2580000	2277	"Q812F3"	"Hyal5"	"Hyaluronidase"
0	0	0	0	156760	0	2281	"Q8BFR1"	"Zc3hav1l"	"Zinc finger CCCH-type antiviral protein 1-like"
0	0	0	0	0	6029900	2285	"Q8BFT2"	"Haus4"	"HAUS augmin-like complex subunit 4"
0	0	0	4617300	0	0	2286	"Q8BFV2"	"Pcid2"	"PCI domain-containing protein 2"
0	0	0	0	6449100	5343900	2294	"Q8BG40"	"Katnb1"	"Katanin p80 WD40 repeat-containing subunit B1"
0	0	0	0	0	2315700	2295	"Q8BG48"	"Stk17b"	"Serine/threonine-protein kinase 17B"
0	0	0	1672400	0	0	2298	"Q8BG73"	"Sh3bgrl2"	"SH3 domain-binding glutamic acid-rich-like protein 2"
0	0	0	0	6457300	0	2299	"Q8BG81"	"Poldip3"	"Polymerase delta-interacting protein 3"
0	0	0	1411500	0	0	2301	"Q8BG95"	"Ppp1r12b"	"Protein phosphatase 1 regulatory subunit 12B"
0	0	0	0	9529400	6663000	2302	"Q8BGB5"	"Limd2"	"LIM domain-containing protein 2"
0	0	0	7141400	0	0	2314	"Q8BGT7"	"Smndc1"	"Survival of motor neuron-related-splicing factor 30"
0	0	0	0	0	2312900	2317	"Q8BGW1"	"Fto"	"Alpha-ketoglutarate-dependent dioxygenase FTO"
0	0	0	0	0	9897800	2318	"Q8BGX0"	"Trim23"	"E3 ubiquitin-protein ligase TRIM23"
0	0	0	0	1858300	0	2319	"Q8BGZ4"	"Cdc23"	"Cell division cycle protein 23 homolog"
0	0	0	0	0	4918600	2321	"Q8BH15"	"Cnot10"	"CCR4-NOT transcription complex subunit 10"
0	0	0	4085800	0	0	2323	"Q8BH35"	"C8b"	"Complement component C8 beta chain"
0	0	0	0	0	4068700	2340	"Q8BHC7"	"Rhbdd1"	"Rhomboid-related protein 4"
0	0	0	0	14085000	0	2343	"Q8BHF7"	"Pgs1"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial"
0	0	0	0	3983900	0	2353	"Q8BI71"	"Exoc3l1"	"Exocyst complex component 3-like protein"
0	0	0	3637200	0	0	2368	"Q8BJL1"	"Fbxo30"	"F-box only protein 30"
0	0	0	0	6845000	0	2381	"Q8BKF1"	"Polrmt"	"DNA-directed RNA polymerase, mitochondrial"
0	0	0	0	0	1883500	2383	"Q8BKH7"	"Mapkap1"	"Target of rapamycin complex 2 subunit MAPKAP1"
0	0	0	0	18199000	0	2388	"Q8BL95"	NA	"UPF0769 protein C21orf59 homolog"
0	0	0	0	18182000	0	2394	"Q8BM72"	"Hspa13"	"Heat shock 70 kDa protein 13"
0	0	0	0	0	5690800	2396	"Q8BMB3"	"Eif4e2"	"Eukaryotic translation initiation factor 4E type 2"
0	0	0	0	0	7632000	2397	"Q8BMC4"	"Nop9"	"Nucleolar protein 9"
0	0	0	0	0	28271000	2406	"Q8BML2"	"Oacyl"	""
0	0	0	5842500	0	0	2415	"Q8BNI4"	"Derl2"	"Derlin-2"
0	0	0	8704700	0	0	2417	"Q8BP27"	"Sfr1"	"Swi5-dependent recombination DNA repair protein 1 homolog"
0	0	0	0	14431000	9848700	2426	"Q8BPC6"	NA	"Probable isocitrate dehydrogenase [NAD] gamma 2, mitochondrial"
0	0	0	2344000	0	0	2427	"Q8BPG6"	"Sumf2"	"Sulfatase-modifying factor 2"
0	0	0	0	0	1905600	2429	"Q8BPN8"	"Dmxl2"	"DmX-like protein 2"
0	0	0	0	0	2589200	2431	"Q8BQ47"	"Cnpy4"	"Protein canopy homolog 4"
0	0	0	0	7595100	7795500	2432	"Q8BQZ4"	"Ralgapb"	"Ral GTPase-activating protein subunit beta"
0	0	0	0	0	4294800	2433	"Q8BQZ5"	"Cpsf4"	"Cleavage and polyadenylation specificity factor subunit 4"
0	0	0	0	0	7186100	2434	"Q8BR63"	"Fam177a1"	"Protein FAM177A1"
0	0	0	6110700	0	0	2437	"Q8BRN9"	"Cc2d1b"	"Coiled-coil and C2 domain-containing protein 1B"
0	0	0	0	0	8355400	2440	"Q8BSL7"	"Arf2"	"ADP-ribosylation factor 2"
0	0	0	0	0	5743800	2453	"Q8BTY8"	"Scfd2"	"Sec1 family domain-containing protein 2"
0	0	0	1225100	0	0	2454	"Q8BTZ4"	"Anapc5"	"Anaphase-promoting complex subunit 5"
0	0	0	0	0	3585200	2460	"Q8BU33"	"Ilvbl"	"Acetolactate synthase-like protein"
0	0	0	0	0	3251600	2463	"Q8BUI3"	"LRWD1"	"Leucine-rich repeat and WD repeat-containing protein 1"
0	0	0	0	0	1758700	2465	"Q8BUV3"	"Gphn"	"Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase"
0	0	0	0	0	1216900	2466	"Q8BUV8"	"Gpr107"	"Protein GPR107"
0	0	0	0	11119000	7055800	2481	"Q8BW11"	"Prss58"	"Putative inactive serine protease 58"
0	0	0	4342300	0	0	2482	"Q8BW49"	"Ttc12"	"Tetratricopeptide repeat protein 12"
0	0	0	0	1150100	0	2499	"Q8BX09"	"Rbbp5"	"Retinoblastoma-binding protein 5"
0	0	0	0	29282000	27357000	2505	"Q8BXF8"	"Actrt3"	"Actin-related protein T3"
0	0	0	4001000	0	0	2520	"Q8BZ36"	"Rint1"	"RAD50-interacting protein 1"
0	0	0	0	7004800	5628100	2524	"Q8BZM1"	"Glmn"	"Glomulin"
0	0	0	0	0	2819600	2526	"Q8BZS9"	"Dhx32"	"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32"
0	0	0	0	909790	0	2528	"Q8BZX4"	"Srek1"	"Splicing regulatory glutamine/lysine-rich protein 1"
0	0	0	1433800	0	0	2529	"Q8C042"	"Eno4"	"Enolase-like protein ENO4"
0	0	0	0	0	1952200	2531	"Q8C079"	"Strip1"	"Striatin-interacting protein 1;Striatin-interacting proteins 2"
0	0	0	0	0	2264800	2537	"Q8C0J2"	"Atg16l1"	"Autophagy-related protein 16-1"
0	0	0	13660000	10702000	10691000	2541	"Q8C0M8"	"Dnai1"	"Dynein intermediate chain 1, axonemal"
0	0	0	5895200	0	0	2543	"Q8C0S4"	"Ttc21a"	"Tetratricopeptide repeat protein 21A"
0	0	0	4104300	0	0	2545	"Q8C0Z1"	"Fam234a"	"Protein ITFG3"
0	0	0	0	11542000	0	2559	"Q8C437"	"Pex5l"	"PEX5-related protein"
0	0	0	0	0	8088500	2561	"Q8C4B4"	"Unc119b"	"Protein unc-119 homolog B"
0	0	0	0	0	4176000	2568	"Q8C5L6"	"Inpp5k"	"Inositol polyphosphate 5-phosphatase K"
0	0	0	0	0	2548500	2569	"Q8C5N5"	"Pdcd2l"	"Programmed cell death protein 2-like"
0	0	0	5859000	0	0	2572	"Q8C5U9"	"Ubqln3"	"Ubiquilin-3"
0	0	0	2001000	0	0	2581	"Q8C754"	"Vps52"	"Vacuolar protein sorting-associated protein 52 homolog"
0	0	0	0	9835000	0	2582	"Q8C761"	"Wdr60"	"WD repeat-containing protein 60"
0	0	0	0	0	4631900	2591	"Q8C8T8"	"Tsr2"	"Pre-rRNA-processing protein TSR2 homolog"
0	0	0	0	1803700	0	2594	"Q8CAK1"	"Iba57"	"Putative transferase CAF17 homolog, mitochondrial"
0	0	0	0	0	9987100	2601	"Q8CCF0"	"Prpf31"	"U4/U6 small nuclear ribonucleoprotein Prp31"
0	0	0	10278000	0	0	2616	"Q8CEC0"	"Nup88"	"Nuclear pore complex protein Nup88"
0	0	0	1291200	0	0	2617	"Q8CEC6"	"Ppwd1"	"Peptidylprolyl isomerase domain and WD repeat-containing protein 1"
0	0	0	2027900	0	0	2619	"Q8CEE7"	"Rdh13"	"Retinol dehydrogenase 13"
0	0	0	5744100	0	0	2621	"Q8CES0"	"Naa30"	"N-alpha-acetyltransferase 30"
0	0	0	7706200	0	0	2622	"Q8CF27"	"Fam24a"	"Protein FAM24A"
0	0	0	0	0	3050600	2623	"Q8CF66"	"Lamtor4"	"Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed"
0	0	0	1723200	0	0	2624	"Q8CFE2"	"Hpf1"	"UPF0609 protein C4orf27 homolog"
0	0	0	5426900	0	0	2626	"Q8CFI0"	"Nedd4l"	"E3 ubiquitin-protein ligase NEDD4-like"
0	0	0	11025000	13681000	14581000	2633	"Q8CG27"	"Actl9"	"Actin-like protein 9"
0	0	0	8030200	0	0	2641	"Q8CGC4"	"Lsm14b"	"Protein LSM14 homolog B"
0	0	0	0	8022900	0	2644	"Q8CGF1"	"Arhgap29"	"Rho GTPase-activating protein 29"
0	0	0	2033600	0	0	2657	"Q8CHG3"	"Gcc2"	"GRIP and coiled-coil domain-containing protein 2"
0	0	0	0	0	1459400	2659	"Q8CHK3"	"Mboat7"	"Lysophospholipid acyltransferase 7"
0	0	0	0	1673900	0	2662	"Q8CHQ0"	"Fbxo4"	"F-box only protein 4"
0	0	0	0	0	5214700	2664	"Q8CHS8"	"Vps37a"	"Vacuolar protein sorting-associated protein 37A"
0	0	0	0	1038800	0	2668	"Q8CHY6"	"Gatad2a"	"Transcriptional repressor p66 alpha"
0	0	0	1690400	0	0	2672	"Q8CI33"	"Cwf19l1"	"CWF19-like protein 1"
0	0	0	2894900	0	0	2677	"Q8CI75"	"Dis3l2"	"DIS3-like exonuclease 2"
0	0	0	0	0	10358000	2681	"Q8CIB6"	"Tmem230"	"Transmembrane protein 230"
0	0	0	0	0	4147100	2686	"Q8CIM7"	"Cyp2d26"	"Cytochrome P450 2D26"
0	0	0	0	0	9104100	2694	"Q8JZN7"	"Rhot2"	"Mitochondrial Rho GTPase 2"
0	0	0	1764800	0	0	2695	"Q8JZP9"	"Gas2l1"	"GAS2-like protein 1"
0	0	0	0	0	16913000	2707	"Q8K0B2"	"Lmbrd1"	"Probable lysosomal cobalamin transporter"
0	0	0	0	0	3421700	2708	"Q8K0C1"	"Ipo13"	"Importin-13"
0	0	0	0	0	6636100	2710	"Q8K0C9"	"Gmds"	"GDP-mannose 4,6 dehydratase"
0	0	0	1786700	0	0	2713	"Q8K0F1"	"Tbc1d23"	"TBC1 domain family member 23"
0	0	0	0	0	4027500	2715	"Q8K0P3"	"Tldc1"	"TLD domain-containing protein 1"
0	0	0	1812500	0	0	2721	"Q8K0V4"	"Cnot3"	"CCR4-NOT transcription complex subunit 3"
0	0	0	0	0	1452500	2722	"Q8K114"	"Ints9"	"Integrator complex subunit 9"
0	0	0	10527000	0	0	2726	"Q8K1A5"	"Tmem41b"	"Transmembrane protein 41B"
0	0	0	1842600	0	0	2728	"Q8K1C0"	"Angel2"	"Protein angel homolog 2"
0	0	0	0	0	12606000	2733	"Q8K1L5"	"Ppp1r11"	"Protein phosphatase 1 regulatory subunit 11"
0	0	0	2412100	0	0	2735	"Q8K1N4"	"Spats2"	"Spermatogenesis-associated serine-rich protein 2"
0	0	0	0	1624000	0	2744	"Q8K224"	"Nat10"	"N-acetyltransferase 10"
0	0	0	7278500	0	0	2750	"Q8K2C7"	"Os9"	"Protein OS-9"
0	0	0	0	5357900	4487300	2753	"Q8K2G4"	"Bbs7"	"Bardet-Biedl syndrome 7 protein homolog"
0	0	0	0	1432600	0	2754	"Q8K2I1"	"Fntb"	"Protein farnesyltransferase subunit beta"
0	0	0	0	0	9288000	2757	"Q8K2I9"	"Fbxo18"	"F-box only protein 18"
0	0	0	0	0	9456400	2764	"Q8K2T1"	"Nmral1"	"NmrA-like family domain-containing protein 1"
0	0	0	0	0	14268000	2783	"Q8K3I8"	"Defb19"	"Beta-defensin 19"
0	0	0	0	2075100	0	2785	"Q8K3K8"	"Optn"	"Optineurin"
0	0	0	7856500	4758700	0	2791	"Q8K448"	"Abca5"	"ATP-binding cassette sub-family A member 5"
0	0	0	0	12191000	0	2797	"Q8K4F5"	"Abhd11"	"Alpha/beta hydrolase domain-containing protein 11"
0	0	0	0	448220	0	2803	"Q8K4Q0"	"Rptor"	"Regulatory-associated protein of mTOR"
0	0	0	5561500	0	0	2808	"Q8K592"	"Amhr2"	"Anti-Muellerian hormone type-2 receptor"
0	0	0	0	0	2513200	2812	"Q8QZS3"	"Flcn"	"Folliculin"
0	0	0	1723700	0	0	2822	"Q8R060"	"Zwilch"	"Protein zwilch homolog"
0	0	0	0	1890100	0	2827	"Q8R0F6"	"Ilkap"	"Integrin-linked kinase-associated serine/threonine phosphatase 2C"
0	0	0	0	0	11628000	2828	"Q8R0F8"	"Fahd1"	"Acylpyruvase FAHD1, mitochondrial"
0	0	0	4739700	0	0	2834	"Q8R105"	"Vps37c"	"Vacuolar protein sorting-associated protein 37C"
0	0	0	3597000	0	0	2836	"Q8R123"	"Flad1"	"FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region"
0	0	0	0	1436300	0	2837	"Q8R124"	"Klhl36"	"Kelch-like protein 36"
0	0	0	0	11274000	11335000	2854	"Q8R1Q9"	"Rbks"	"Ribokinase"
0	0	0	5327400	0	0	2855	"Q8R1T1"	"Chmp7"	"Charged multivesicular body protein 7"
0	0	0	1949400	0	0	2869	"Q8R307"	"Vps18"	"Vacuolar protein sorting-associated protein 18 homolog"
0	0	0	0	0	3378600	2873	"Q8R344"	"Ccdc12"	"Coiled-coil domain-containing protein 12"
0	0	0	1133600	0	0	2876	"Q8R3B7"	"Brd8"	"Bromodomain-containing protein 8"
0	0	0	0	1693800	0	2883	"Q8R3N6"	"Thoc1"	"THO complex subunit 1"
0	0	0	3641700	0	0	2889	"Q8R400"	"Adig"	"Adipogenin"
0	0	0	0	101550000	69231000	2892	"Q8R480"	"Nup85"	"Nuclear pore complex protein Nup85"
0	0	0	0	0	3457900	2897	"Q8R550"	"Sh3kbp1"	"SH3 domain-containing kinase-binding protein 1"
0	0	0	0	4182200	0	2899	"Q8R5A3"	"Apbb1ip"	"Amyloid beta A4 precursor protein-binding family B member 1-interacting protein"
0	0	0	0	8683800	8907200	2917	"Q8VC66"	"Ssx2ip"	"Afadin- and alpha-actinin-binding protein"
0	0	0	0	3523000	0	2940	"Q8VD12"	"Znf385a"	"Zinc finger protein 385A"
0	0	0	0	1790900	0	2945	"Q8VD75"	"Hip1"	"Huntingtin-interacting protein 1"
0	0	0	1221900	0	0	2950	"Q8VDG7"	"Pafah2"	"Platelet-activating factor acetylhydrolase 2, cytoplasmic"
0	0	0	16179000	0	0	2970	"Q8VE80"	"Thoc3"	"THO complex subunit 3"
0	0	0	0	4982500	6202900	2981	"Q8VEG4"	"Exd2"	"Exonuclease 3-5 domain-containing protein 2"
0	0	0	5982800	0	0	2983	"Q8VEH5"	"Epm2aip1"	"EPM2A-interacting protein 1"
0	0	0	0	0	14059000	2986	"Q8VEJ9"	"Vps4a"	"Vacuolar protein sorting-associated protein 4A"
0	0	0	4071300	0	0	2995	"Q8VHK9"	"Dhx36"	"ATP-dependent RNA helicase DHX36"
0	0	0	0	0	11910000	2997	"Q8VHR5"	"Gatad2b"	"Transcriptional repressor p66-beta"
0	0	0	0	0	4221100	3005	"Q8WUR0"	NA	"Protein C19orf12 homolog"
0	0	0	0	0	5860300	3017	"Q91VC7"	"Ppp1r14a"	"Protein phosphatase 1 regulatory subunit 14A"
0	0	0	0	2945400	0	3018	"Q91VC9"	"Ghitm"	"Growth hormone-inducible transmembrane protein"
0	0	0	1823800	0	0	3024	"Q91VJ5"	"Pqbp1"	"Polyglutamine-binding protein 1"
0	0	0	5743100	0	0	3025	"Q91VK1"	"Bzw2"	"Basic leucine zipper and W2 domain-containing protein 2"
0	0	0	0	0	3063700	3033	"Q91VT1"	"Nsmce2"	"E3 SUMO-protein ligase NSE2"
0	0	0	0	0	4703000	3040	"Q91W18"	"Tdrd3"	"Tudor domain-containing protein 3"
0	0	0	8076300	0	0	3053	"Q91WE4"	NA	"UPF0729 protein C18orf32 homolog"
0	0	0	2764600	0	0	3055	"Q91WG2"	"Rabep2"	"Rab GTPase-binding effector protein 2"
0	0	0	3727700	0	0	3061	"Q91WM1"	"Strbp"	"Spermatid perinuclear RNA-binding protein"
0	0	0	5201600	0	0	3074	"Q91X85"	"Flvcr2"	"Feline leukemia virus subgroup C receptor-related protein 2"
0	0	0	9985300	0	0	3076	"Q91XC8"	"Dap"	"Death-associated protein 1"
0	0	0	8619600	0	0	3077	"Q91XC9"	"Pex16"	"Peroxisomal membrane protein PEX16"
0	0	0	0	1467500	0	3079	"Q91XD7"	"Creld1"	"Cysteine-rich with EGF-like domain protein 1"
0	0	0	0	3707400	0	3090	"Q91YD9"	"Wasl"	"Neural Wiskott-Aldrich syndrome protein"
0	0	0	2986800	0	0	3092	"Q91YE7"	"Rbm5"	"RNA-binding protein 5"
0	0	0	7261600	0	0	3103	"Q91YP3"	"Dera"	"Deoxyribose-phosphate aldolase"
0	0	0	6239800	0	0	3113	"Q91Z38"	"Ttc1"	"Tetratricopeptide repeat protein 1"
0	0	0	12250000	0	0	3114	"Q91Z49"	"Fyttd1"	"UAP56-interacting factor"
0	0	0	0	0	1422400	3131	"Q920F6"	"Smc1b"	"Structural maintenance of chromosomes protein 1B"
0	0	0	0	0	2042400	3143	"Q921H9"	"Coa7"	"Cytochrome c oxidase assembly factor 7"
0	0	0	0	0	4725400	3146	"Q921J4"	"Ube2s"	"Ubiquitin-conjugating enzyme E2 S"
0	0	0	2259900	0	0	3151	"Q921R8"	"Slc41a3"	"Solute carrier family 41 member 3"
0	0	0	2287200	0	0	3152	"Q921S7"	"Mrpl37"	"39S ribosomal protein L37, mitochondrial"
0	0	0	12510000	0	0	3169	"Q922L6"	"Nelfcd"	"Negative elongation factor D"
0	0	0	2152400	0	0	3181	"Q923B0"	"Ggact"	"Gamma-glutamylaminecyclotransferase"
0	0	0	9020400	0	0	3186	"Q923E4"	"Sirt1"	"NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment"
0	0	0	0	18172000	17878000	3192	"Q924T3"	"Xrcc4"	"DNA repair protein XRCC4"
0	0	0	0	0	2198300	3193	"Q924W5"	"Smc6"	"Structural maintenance of chromosomes protein 6"
0	0	0	0	0	2473700	3196	"Q924Z4"	"Cers2"	"Ceramide synthase 2"
0	0	0	1808000	0	0	3198	"Q925E7"	"Ppp2r2d"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform"
0	0	0	0	0	14709000	3206	"Q99J47"	"Dhrs7b"	"Dehydrogenase/reductase SDR family member 7B"
0	0	0	0	0	3706200	3213	"Q99JF5"	"Mvd"	"Diphosphomevalonate decarboxylase"
0	0	0	0	0	571680	3241	"Q99KD5"	"Unc45a"	"Protein unc-45 homolog A"
0	0	0	1822000	0	0	3244	"Q99KG5"	"Lsr"	"Lipolysis-stimulated lipoprotein receptor"
0	0	0	0	1493900	0	3260	"Q99KY4"	"Gak"	"Cyclin-G-associated kinase"
0	0	0	0	2136100	0	3265	"Q99L43"	"Cds2"	"Phosphatidate cytidylyltransferase 2"
0	0	0	6636200	0	0	3271	"Q99LB7"	"Sardh"	"Sarcosine dehydrogenase, mitochondrial"
0	0	0	0	100800000	81166000	3277	"Q99LD9"	"Eif2b2"	"Translation initiation factor eIF-2B subunit beta"
0	0	0	0	0	5333900	3282	"Q99LI2"	"Clcc1"	"Chloride channel CLIC-like protein 1"
0	0	0	6192500	0	0	3293	"Q99LY9"	"Ndufs5"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5, N-terminally processed"
0	0	0	0	0	8752800	3302	"Q99MH5"	"Nme5"	"Nucleoside diphosphate kinase homolog 5"
0	0	0	4043000	0	0	3313	"Q99MX0"	"Tktl1"	"Transketolase-like protein 1"
0	0	0	3591400	0	0	3314	"Q99MZ7"	"Pecr"	"Peroxisomal trans-2-enoyl-CoA reductase"
0	0	0	4806100	0	0	3318	"Q99NF3"	"Cep41"	"Centrosomal protein of 41 kDa"
0	0	0	0	1363200	0	3320	"Q99NH0"	"Ankrd17"	"Ankyrin repeat domain-containing protein 17"
0	0	0	2112800	0	0	3333	"Q99PW8"	"Kif17"	"Kinesin-like protein KIF17"
0	0	0	6815800	0	0	3345	"Q9CPU4"	"Mgst3"	"Microsomal glutathione S-transferase 3"
0	0	0	0	0	29612000	3351	"Q9CPX8"	"Uqcr11"	"Cytochrome b-c1 complex subunit 10"
0	0	0	0	0	7276700	3355	"Q9CQ10"	"Chmp3"	"Charged multivesicular body protein 3"
0	0	0	0	18710000	17610000	3356	"Q9CQ13"	"Coprs"	"Coordinator of PRMT5 and differentiation stimulator"
0	0	0	0	0	7553500	3359	"Q9CQ24"	"Fbxo36"	"F-box only protein 36"
0	0	0	0	0	3084300	3366	"Q9CQ56"	"Use1"	"Vesicle transport protein USE1"
0	0	0	4157100	0	0	3375	"Q9CQ79"	"Txndc9"	"Thioredoxin domain-containing protein 9"
0	0	0	0	0	10332000	3385	"Q9CQC7"	"Ndufb4"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4"
0	0	0	0	0	3706600	3391	"Q9CQE6"	"Asf1a"	"Histone chaperone ASF1A"
0	0	0	2182300	0	0	3395	"Q9CQF4"	NA	"Uncharacterized protein C6orf203 homolog"
0	0	0	0	0	6795400	3406	"Q9CQJ6"	"Denr"	"Density-regulated protein"
0	0	0	0	5637200	0	3414	"Q9CQN6"	"Tmem14c"	"Transmembrane protein 14C"
0	0	0	0	0	5757000	3415	"Q9CQP2"	"Trappc2"	"Trafficking protein particle complex subunit 2"
0	0	0	69422000	0	0	3418	"Q9CQQ8"	"Lsm7"	"U6 snRNA-associated Sm-like protein LSm7"
0	0	0	2272300	0	0	3424	"Q9CQT6"	NA	"Uncharacterized protein C10orf82 homolog"
0	0	0	0	0	3917600	3427	"Q9CQU5"	"Zwint"	"ZW10 interactor"
0	0	0	14924000	0	0	3431	"Q9CQV7"	"Dnajc19"	"Mitochondrial import inner membrane translocase subunit TIM14"
0	0	0	0	0	897630	3439	"Q9CQY5"	"Magt1"	"Magnesium transporter protein 1"
0	0	0	0	8426300	0	3440	"Q9CQY6"	"Uqcc2"	"Ubiquinol-cytochrome-c reductase complex assembly factor 2"
0	0	0	0	0	4982600	3447	"Q9CR20"	"Ier3ip1"	"Immediate early response 3-interacting protein 1"
0	0	0	0	0	30612000	3448	"Q9CR21"	"Ndufab1"	"Acyl carrier protein, mitochondrial"
0	0	0	0	0	6762400	3450	"Q9CR29"	"Ccdc43"	"Coiled-coil domain-containing protein 43"
0	0	0	0	3533300	0	3453	"Q9CR56"	"Nkiras2"	"NF-kappa-B inhibitor-interacting Ras-like protein 2"
0	0	0	0	0	9643800	3456	"Q9CR61"	"Ndufb7"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7"
0	0	0	0	12085000	0	3460	"Q9CR81"	"Tex12"	"Testis-expressed sequence 12 protein"
0	0	0	0	0	9127000	3470	"Q9CRC0"	"Vkorc1"	"Vitamin K epoxide reductase complex subunit 1"
0	0	0	0	12651000	8760600	3484	"Q9CV28"	"MINDY3"	"Protein FAM188A"
0	0	0	8385500	0	0	3492	"Q9CWF6"	"Bbs2"	"Bardet-Biedl syndrome 2 protein homolog"
0	0	0	0	0	10906000	3508	"Q9CX13"	"Cnih4"	"Protein cornichon homolog 4"
0	0	0	5558400	0	0	3509	"Q9CX30"	"Yif1b"	"Protein YIF1B"
0	0	0	0	0	2307200	3516	"Q9CXE7"	"Tmed5"	"Transmembrane emp24 domain-containing protein 5"
0	0	0	6653400	0	0	3518	"Q9CXF7"	"Chd1l"	"Chromodomain-helicase-DNA-binding protein 1-like"
0	0	0	0	0	16177000	3524	"Q9CXU9"	"Eif1b"	"Eukaryotic translation initiation factor 1b"
0	0	0	0	0	2936000	3528	"Q9CXY1"	"Tmem175"	"Transmembrane protein 175"
0	0	0	0	0	1668800	3544	"Q9CYD3"	"Crtap"	"Cartilage-associated protein"
0	0	0	0	7364300	6085800	3553	"Q9CYT6"	"Cap2"	"Adenylyl cyclase-associated protein 2"
0	0	0	0	0	6755100	3562	"Q9CZB9"	"Tmem128"	"Transmembrane protein 128"
0	0	0	2063700	0	0	3565	"Q9CZH7"	"Mxra7"	"Matrix-remodeling-associated protein 7"
0	0	0	0	0	1461700	3566	"Q9CZJ2"	"Hspa12b"	"Heat shock 70 kDa protein 12B"
0	0	0	7738400	0	0	3569	"Q9CZP7"	"Cdc37l1"	"Hsp90 co-chaperone Cdc37-like 1"
0	0	0	0	0	4458100	3584	"Q9D061"	"Acbd6"	"Acyl-CoA-binding domain-containing protein 6"
0	0	0	4270200	0	0	3594	"Q9D0I8"	"Mrto4"	"mRNA turnover protein 4 homolog"
0	0	0	2513200	0	0	3598	"Q9D0K1"	"Pex13"	"Peroxisomal membrane protein PEX13"
0	0	0	6719800	0	0	3613	"Q9D164"	"Fxyd6"	"FXYD domain-containing ion transport regulator 6"
0	0	0	1833800	0	0	3626	"Q9D1I5"	"Mcee"	"Methylmalonyl-CoA epimerase, mitochondrial"
