"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.WT_Rep1"	"Intensity.WT_Rep2"	"Intensity.WT_Rep3"	"Mean_wt"	"Median_wt"	"logFC"	"Pvalue_limma"
2685.2347	"Q6NWV3"	"Intraflagellar transport protein 122 homolog"	"Ift122"	6956600	4985500	1206200	4382766.66666667	4985500	-0.41309854924507	0.697795015094354
1004.4451	"P63280"	"SUMO-conjugating enzyme UBC9"	"Ube2i"	7179500	3060100	1414200	3884600	3060100	-0.335586508610834	0.751292085955888
802.40725	"Q7TSG5"	"SH3 domain-containing protein 21"	"Sh3d21"	4897800	2997700	448660	2781386.66666667	2997700	-0.405907203355748	0.705197132021453
1149.4673	"Q99L45"	"Eukaryotic translation initiation factor 2 subunit 2"	"Eif2s2"	4619300	2302000	0	2307100	2302000	-0.33902346069432	0.747483373896156
1091.4619	"P35564"	"Calnexin"	"Canx"	6976300	9280900	1756700	6004633.33333333	6976300	-0.0591066428754035	0.955542365598999
2198.9617	"Q8BU30"	"Isoleucine--tRNA ligase, cytoplasmic"	"Iars"	11847000	6328000	2571400	6915466.66666667	6328000	-0.906942283834496	0.414427036541587
2798.2115	"Q9WTQ5"	"A-kinase anchor protein 12"	"Akap12"	15776000	6578800	2821200	8392000	6578800	-0.511925623587008	0.643001373605588
1321.5786	"Q8K1H1"	"Tudor domain-containing protein 7"	"Tdrd7"	4636200	3730900	956370	3107823.33333333	3730900	-0.294392050790157	0.780413498430921
947.4196	"Q9CZ30"	"Obg-like ATPase 1"	"Ola1"	4081800	3907900	641150	2876950	3907900	-0.0713540068838408	0.947390741360895
1242.6132	"A6H630"	"Protein-glutamate O-methyltransferase"	"Armt1"	30724000	20665000	8205200	19864733.3333333	20665000	-0.487830832642379	0.636790277412747
2629.2409	"Q60972"	"Histone-binding protein RBBP4"	"Rbbp4"	7438600	8998500	2068600	6168566.66666667	7438600	-0.545451208533412	0.626880817189196
2323.9222	"P17563"	"Selenium-binding protein 1;Selenium-binding protein 2"	"Selenbp1;Selenbp2"	0	16089000	5411500	7166833.33333333	5411500	-0.115099737299276	0.920285649780049
1992.8661	"Q61584"	"Fragile X mental retardation syndrome-related protein 1"	"Fxr1"	7213800	4812700	1179000	4401833.33333333	4812700	-0.419231295841578	0.691444164280272
2364.0912	"A2AC93"	"Dynein intermediate chain 2, axonemal"	"Dnai2"	0	1809900	656800	822233.333333333	656800	-0.886792663305898	0.389481091355539
1114.5142	"Q9JKR6"	"Hypoxia up-regulated protein 1"	"Hyou1"	14284000	4060800	0	6114933.33333333	4060800	-1.15867761545032	0.283058333240203
1838.8504	"P80317"	"T-complex protein 1 subunit zeta"	"Cct6a"	16224000	2906300	447440	6525913.33333333	2906300	-0.00504949701270056	0.996546794730016
1774.7581	"P48722"	"Heat shock 70 kDa protein 4L"	"Hspa4l"	33065000	8773400	2894700	14911033.3333333	8773400	-1.48804107256791	0.197249333736222
1279.5416	"Q9EPU0"	"Regulator of nonsense transcripts 1"	"Upf1"	7166500	3192400	1037300	3798733.33333333	3192400	-0.120467459031112	0.909234134221362
3193.3888	"O55022"	"Membrane-associated progesterone receptor component 1"	"Pgrmc1"	0	22576000	3152800	8576266.66666667	3152800	-0.566247432564503	0.619541868642567
819.3399	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	211190000	268130000	75490000	184936666.666667	211190000	-0.548100316873651	0.596638788060418
810.3508	"Q9CQN1"	"Heat shock protein 75 kDa, mitochondrial"	"Trap1"	3108700	719800	0	1276166.66666667	719800	-0.190912600442035	0.855539917110105
1479.6994	"Q9QXD6"	"Fructose-1,6-bisphosphatase 1"	"Fbp1"	92342000	66523000	22300000	60388333.3333333	66523000	-2.0686426809844	0.0696831142811934
1172.5574	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	38431000	35006000	12221000	28552666.6666667	35006000	-0.330163378513375	0.74850468006677
1218.6033	"Q61112"	"45 kDa calcium-binding protein"	"Sdf4"	12632000	7776000	4411400	8273133.33333333	7776000	-0.11677865323393	0.909322968824707
1249.6707	"Q99JF8"	"PC4 and SFRS1-interacting protein"	"Psip1"	28021000	6298000	4758400	13025800	6298000	-0.5638486339652	0.606688590391452
1556.7875	"P16381"	"ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10;ATP-dependent RNA helicase DDX3Y"	"Ddx3x;D1Pas1;Ddx3y"	0	5606000	1755500	2453833.33333333	1755500	-0.0788742338587253	0.940734547762607
1699.8426	"Q8BTZ7"	"Mannose-1-phosphate guanyltransferase beta"	"Gmppb"	3628000	1267800	0	1631933.33333333	1267800	-0.699541584904101	0.501378999241016
978.47706	"Q9ERE7"	"LDLR chaperone MESD"	"Mesdc2"	19666000	19020000	6971600	15219200	19020000	-0.578773153553417	0.597129852899953
1477.7817	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	45066000	21271000	7506100	24614366.6666667	21271000	-0.659597493631669	0.531797523123628
2352.0322	"P08003"	"Protein disulfide-isomerase A4"	"Pdia4"	2857600	2947800	985840	2263746.66666667	2857600	-0.110914050744944	0.915478491212776
1832.9785	"Q9DA79"	"Dipeptidase 3"	"Dpep3"	539650000	139810000	45789000	241749666.666667	139810000	-0.39057662088769	0.719911301603118
1353.718	"Q8BS45"	"Intraflagellar transport protein 56"	"Ttc26"	0	2047600	749720	932440	749720	-0.682710603326363	0.50580252849469
1196.502	"E9PY46"	""	"Ift140"	3795900	2288800	1002300	2362333.33333333	2288800	-0.46072048052154	0.664273325622286
1098.5346	"Q8JZQ2"	"AFG3-like protein 2"	"Afg3l2"	0	2869000	875000	1248000	875000	-0.0879876602956028	0.934357447433634
1044.4189	"Q08288"	"Cell growth-regulating nucleolar protein"	"Lyar"	10286000	4955300	1128500	5456600	4955300	-0.0273735520803072	0.979222726672524
1426.6558	"Q9QZ73"	"DCN1-like protein 1"	"Dcun1d1"	0	3149100	1254100	1467733.33333333	1254100	-0.223440033895961	0.830286961706297
1278.5576	"Q8VCT4"	"Carboxylesterase 1D"	"Ces1d"	18141000	7300100	3042800	9494633.33333333	7300100	-0.386115828932309	0.712084978428685
1235.5055	"P27773"	"Protein disulfide-isomerase A3"	"Pdia3"	57619000	30768000	6539000	31642000	30768000	-1.40008746290106	0.247463580775123
2472.1279	"Q922R8"	"Protein disulfide-isomerase A6"	"Pdia6"	61343000	20317000	4662400	28774133.3333333	20317000	-0.753110702417601	0.517722722532431
2409.1594	"P54923"	"[Protein ADP-ribosylarginine] hydrolase"	"Adprh"	23500000	15379000	4697200	14525400	15379000	-1.01223454210739	0.371458052042174
1664.841	"Q00612"	"Glucose-6-phosphate 1-dehydrogenase X"	"G6pdx"	0	7017300	3447000	3488100	3447000	-0.141901206298477	0.900664305467601
1206.6318	"Q9DAM1"	"Leucine-rich repeat-containing protein 34"	"Lrrc34"	0	3598300	1730800	1776366.66666667	1730800	-0.458155503864906	0.659166303550107
1081.4168	"Q9CYG7"	"Mitochondrial import receptor subunit TOM34"	"Tomm34"	11643000	3029900	1300600	5324500	3029900	-0.132822247305848	0.901361654343097
2045.8563	"P97473"	"RISC-loading complex subunit TARBP2"	"Tarbp2"	5368700	4174900	1591500	3711700	4174900	-1.02765617430424	0.328829862650152
1264.6048	"P0DP28"	""	""	663850000	600600000	190820000	485090000	600600000	-0.0628885899795722	0.951261445576611
2037.921	"P10648"	"Glutathione S-transferase A2"	"Gsta2"	30869000	11450000	4566300	15628433.3333333	11450000	-0.444585092513566	0.673383425616638
1404.8089	"Q8BK67"	"Protein RCC2"	"Rcc2"	6341400	3493200	1409000	3747866.66666667	3493200	-0.181407217968795	0.866535182096494
2299.1168	"Q8BH55"	"Threonine synthase-like 1"	"Thnsl1"	0	3179400	1100700	1426700	1100700	-0.519172742152244	0.621280806483623
2708.2786	"Q64213"	"Splicing factor 1"	"Sf1"	13113000	5746200	1785900	6881700	5746200	-0.0307449495927185	0.976874779020048
2816.3981	"P58252"	"Elongation factor 2"	"Eef2"	68768000	27357000	12348000	36157666.6666667	27357000	-0.04807286155502	0.964486755386122
2186.0392	"Q3THK7"	"GMP synthase [glutamine-hydrolyzing]"	"Gmps"	9835200	12270000	5871200	9325466.66666667	9835200	-1.32685360289041	0.23105904298854
1523.7104	"Q80X50"	"Ubiquitin-associated protein 2-like"	"Ubap2l"	0	16065000	1543400	5869466.66666667	1543400	-0.0253716256039485	0.982164924933771
2418.2287	"Q9JJN4"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 2B, mitochondrial;Succinyl-CoA:3-ketoacid coenzyme A transferase 2A, mitochondrial"	"Oxct2b;Oxct2a"	56486000	16636000	4243800	25788600	16636000	-1.14093691827436	0.308126580169961
1501.607	"P28665"	"Murinoglobulin-1;Murinoglobulin-2"	"Mug1;Mug2"	5098900	2340500	1739700	3059700	2340500	-0.396505905242809	0.698513754022438
1645.8675	"Q9DAA4"	"Probable inactive serine protease 37"	"Prss37"	12133000	5193600	1526200	6284266.66666667	5193600	-0.987372597905276	0.37755176727987
1406.6902	"Q9JKB3"	"Y-box-binding protein 3"	"Ybx3"	81577000	51777000	22504000	51952666.6666667	51777000	-1.36985969192815	0.204574012169121
3229.4431	"Q91X72"	"Hemopexin"	"Hpx"	5515200	12281000	8612800	8803000	8612800	-0.197077847777672	0.87334394215738
1444.6412	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	44854000	37314000	5394200	29187400	37314000	-0.210347865738981	0.842434341570922
1923.8785	"P62814"	"V-type proton ATPase subunit B, brain isoform"	"Atp6v1b2"	2327000	2304300	0	1543766.66666667	2304300	-0.262241029703656	0.800286556475297
1583.7362	"Q9CQR2"	"40S ribosomal protein S21"	"Rps21"	28850000	21104000	9591500	19848500	21104000	-1.23378465734371	0.286492456134348
1689.8434	"Q9CPP0"	"Nucleoplasmin-3"	"Npm3"	4159500	8230500	3420800	5270266.66666667	4159500	-0.398983359009262	0.697118135726042
965.52943	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	46033000	20572000	7633200	24746066.6666667	20572000	-0.740072667022057	0.482868058433908
1865.9999	"O88448"	"Kinesin light chain 2;Kinesin light chain 4;Kinesin light chain 1"	"Klc2;Klc4;Klc1"	4104000	4146600	1589700	3280100	4104000	-0.166654241376752	0.874178445543505
1313.6768	"P63280"	"SUMO-conjugating enzyme UBC9"	"Ube2i"	49864000	31541000	12508000	31304333.3333333	31541000	-0.00456238072212031	0.996480500421716
1515.8198	"Q8VBW6"	"NEDD8-activating enzyme E1 regulatory subunit"	"Nae1"	5080400	4002700	1231800	3438300	4002700	-0.807026299129482	0.455439461401913
1274.6295	"Q3U3T8"	"WD repeat-containing protein 62"	"Wdr62"	1940900	2160900	724570	1608790	1940900	-0.52848442410979	0.606978264764563
1400.6242	"Q6PGH2"	"Hematological and neurological expressed 1-like protein"	"Hn1l"	5967500	4657400	2005300	4210066.66666667	4657400	-0.655838170724419	0.538025588850506
935.50763	"P03966"	"N-myc proto-oncogene protein"	"Mycn"	249930000	0	56228000	102052666.666667	56228000	-0.46824807094663	0.735764251575849
2341.0863	"Q64520"	"Guanylate kinase"	"Guk1"	3547400	4239400	2541100	3442633.33333333	3547400	-1.48013878997922	0.17138453933971
1546.7376	"O35643"	"AP-1 complex subunit beta-1"	"Ap1b1"	9754600	5030300	2156600	5647166.66666667	5030300	-0.633439802489354	0.549198016037962
1301.5744	"O70325"	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"	"Gpx4"	122770000	76645000	27972000	75795666.6666667	76645000	-0.40398381119969	0.698099008002708
1445.7151	"Q9DAJ5"	"Dynein light chain roadblock-type 2"	"Dynlrb2"	22674000	14167000	6316800	14385933.3333333	14167000	-0.537668363609601	0.604468441678857
2358.1452	"O88291"	"DBIRD complex subunit ZNF326"	"Znf326"	5878800	3771200	1454400	3701466.66666667	3771200	-0.322288909869295	0.760668437736045
2189.0245	"Q91Z67"	"SLIT-ROBO Rho GTPase-activating protein 2"	"Srgap2"	0	1051100	238720	429940	238720	-0.686565240931456	0.512240581036422
1126.587	"Q9JJL0"	""	"Tsga8"	45218000	29974000	11711000	28967666.6666667	29974000	-0.581131044497648	0.575348626249092
2399.2056	"Q8BHN3"	"Neutral alpha-glucosidase AB"	"Ganab"	15325000	11076000	4619900	10340300	11076000	-0.974990301918351	0.374704567778892
1264.6122	"P32921"	"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS"	"Wars"	3520900	3262100	1488200	2757066.66666667	3262100	-0.167984223539889	0.870270936396461
2622.2418	"Q63850"	"Nuclear pore glycoprotein p62"	"Nup62"	9199800	5771200	2293200	5754733.33333333	5771200	-0.547115660225551	0.608571631371782
1519.8246	"Q9QXD6"	"Fructose-1,6-bisphosphatase 1"	"Fbp1"	143630000	74840000	28273000	82247666.6666667	74840000	-0.8058469799832	0.448363831591532
913.52328	"Q45VK7"	"Cytoplasmic dynein 2 heavy chain 1"	"Dync2h1"	0	1368200	368180	578793.333333333	368180	-0.00401398992527145	0.996891488898643
2189.1553	"Q9DCN2"	"NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form"	"Cyb5r3"	5293900	1255900	4904300	3818033.33333333	4904300	-1.91332915163923	0.0723486428103514
2191.1314	"Q8BND3"	"WD repeat-containing protein 35"	"Wdr35"	0	9767400	4020800	4596066.66666667	4020800	-0.225434397519156	0.835739990639235
1416.7977	"O70133"	"ATP-dependent RNA helicase A"	"Dhx9"	30209000	4412300	1813000	12144766.6666667	4412300	-0.173598776672986	0.875766273981682
3324.5867	"Q78PY7"	"Staphylococcal nuclease domain-containing protein 1"	"Snd1"	21426000	8151000	4657600	11411533.3333333	8151000	-0.323323170139472	0.771859820384454
1092.5815	"Q9CX56"	"26S proteasome non-ATPase regulatory subunit 8"	"Psmd8"	19504000	7846900	3036100	10129000	7846900	-0.539448793242419	0.623160084942332
1453.6256	"Q9ERE7"	"LDLR chaperone MESD"	"Mesdc2"	12861000	4414400	3717700	6997700	4414400	-1.03500912444029	0.33857861359667
860.43519	"P63017"	"Heat shock cognate 71 kDa protein"	"Hspa8"	46263000	6987000	10378000	21209333.3333333	10378000	-0.804811788078918	0.495268903978302
1474.7264	"P48722"	"Heat shock 70 kDa protein 4L"	"Hspa4l"	65024000	47264000	18683000	43657000	47264000	-0.424174249360884	0.680454942395819
2259.3202	"A2ARZ3"	"Fibrous sheath-interacting protein 2"	"Fsip2"	5174500	3768200	740170	3227623.33333333	3768200	-0.747078194580179	0.483874212161022
1185.5488	"Q62318"	"Transcription intermediary factor 1-beta"	"Trim28"	41182000	22266000	8836700	24094900	22266000	-0.924124737691265	0.419009643717936
897.52837	"Q9CZW4"	"Long-chain-fatty-acid--CoA ligase 3"	"Acsl3"	2864300	1944500	827970	1878923.33333333	1944500	-0.0288874238038995	0.97772172908078
1533.7232	"O35887"	"Calumenin"	"Calu"	16246000	12257000	6582100	11695033.3333333	12257000	-0.270970470134862	0.807240002834439
1238.5303	"Q6NZJ6"	"Eukaryotic translation initiation factor 4 gamma 1"	"Eif4g1"	6176600	1725900	587520	2830006.66666667	1725900	-0.0963000493633361	0.92884291321745
2012.8963	"Q9CPY7"	"Cytosol aminopeptidase"	"Lap3"	13006000	2981400	2200900	6062766.66666667	2981400	-0.590364321277189	0.601136279815487
1264.6187	"Q6P902"	"Thioredoxin domain-containing protein 2"	"Txndc2"	22827000	15239000	6014100	14693366.6666667	15239000	-1.85336554333889	0.0929497139684817
1591.7213	"O70318"	"Band 4.1-like protein 2"	"Epb41l2"	13944000	3585100	2134700	6554600	3585100	-0.478762181410545	0.66200271231245
2925.4041	"Q61206"	"Platelet-activating factor acetylhydrolase IB subunit beta"	"Pafah1b2"	37489000	13669000	5649200	18935733.3333333	13669000	-0.790978438312888	0.494280183176957
2927.431	"Q61205"	"Platelet-activating factor acetylhydrolase IB subunit gamma"	"Pafah1b3"	0	3291700	1678100	1656600	1678100	-0.978793075860778	0.347808024943338
1740.9258	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	6893700	5611000	4668200	5724300	5611000	-1.51023472102138	0.160606546790179
2427.1125	"Q8VIJ6"	"Splicing factor, proline- and glutamine-rich"	"Sfpq"	86783000	22198000	13557000	40846000	22198000	-1.65221295213987	0.176766170701446
1526.794	"Q61768"	"Kinesin-1 heavy chain"	"Kif5b"	3747600	1903100	718700	2123133.33333333	1903100	-0.0574976470039427	0.958168487389134
940.46543	"Q9JJA2"	"Conserved oligomeric Golgi complex subunit 8"	"Cog8"	1554400	1238400	0	930933.333333333	1238400	-0.226112764637485	0.825831692620739
1092.5451	"P06801"	"NADP-dependent malic enzyme"	"Me1"	87517000	52600000	18061000	52726000	52600000	-1.67014063464822	0.175230775534167
756.44939	"Q8BND3"	"WD repeat-containing protein 35"	"Wdr35"	5444900	2979600	1130000	3184833.33333333	2979600	-0.0396050308632221	0.969698613942731
3251.5075	"Q9ER00"	"Syntaxin-12"	"Stx12"	0	7294400	4702100	3998833.33333333	4702100	-0.600352077752067	0.589012503690715
1478.6889	"Q8K310"	"Matrin-3"	"Matr3"	34512000	16356000	7046900	19304966.6666667	16356000	-0.26965918598866	0.799365339249555
1589.682	"Q9QZL9"	"Dickkopf-like protein 1"	"Dkkl1"	0	7966600	3759100	3908566.66666667	3759100	-0.71810148859737	0.502516335124624
756.40177	"Q9WU78"	"Programmed cell death 6-interacting protein"	"Pdcd6ip"	4644600	2444500	1143400	2744166.66666667	2444500	-0.1139552216076	0.914171022066101
1099.6125	"P28740"	"Kinesin-like protein KIF2A"	"Kif2a"	4596400	3739500	1149100	3161666.66666667	3739500	-0.426943447580035	0.683863675459389
1213.6231	"O35643"	"AP-1 complex subunit beta-1"	"Ap1b1"	9071600	7165800	3119200	6452200	7165800	-0.628831661851307	0.569246663336349
1434.6627	"Q9Z1R2"	"Large proline-rich protein BAG6"	"Bag6"	11307000	6619200	1864000	6596733.33333333	6619200	-0.633373932006035	0.568929996420617
1198.6809	"Q99KI0"	"Aconitate hydratase, mitochondrial"	"Aco2"	37628000	27309000	0	21645666.6666667	27309000	-0.163666213036787	0.893783008034144
2062.0695	"P28658"	"Ataxin-10"	"Atxn10"	64634000	13998000	7147900	28593300	13998000	-0.322882062782288	0.76728897278076
2983.3723	"Q9R1P4"	"Proteasome subunit alpha type-1"	"Psma1"	0	11945000	5633300	5859433.33333333	5633300	-0.82377379283021	0.4600002133659
1136.6118	"Q9D379"	"Epoxide hydrolase 1"	"Ephx1"	51384000	28564000	12862000	30936666.6666667	28564000	-0.390492446581515	0.705132870148834
1545.7926	"Q8BS45"	"Intraflagellar transport protein 56"	"Ttc26"	0	2040700	830310	957003.333333333	830310	-0.0505554854803536	0.961640977903492
1560.7281	"Q9DAP0"	"Leucine-rich repeat-containing protein 46"	"Lrrc46"	30347000	11278000	4943900	15522966.6666667	11278000	-1.26777517770069	0.251512201097769
1360.647	"P97386"	"DNA ligase 3"	"Lig3"	3812300	832570	1027400	1890756.66666667	1027400	-0.45170239508417	0.676820868446937
947.4196	"P14685"	"26S proteasome non-ATPase regulatory subunit 3"	"Psmd3"	10681000	4098600	1110800	5296800	4098600	-0.73603132755702	0.498926274487142
2306.1981	"Q8VCT4"	"Carboxylesterase 1D"	"Ces1d"	49387000	8070400	2505600	19987666.6666667	8070400	-0.123654701449561	0.909780919349231
815.41373	"Q99MD6"	"Thioredoxin reductase 3"	"Txnrd3"	7737700	4120800	1439600	4432700	4120800	-1.46393435313679	0.180738431468265
2098.8563	"Q9CZ44"	"NSFL1 cofactor p47"	"Nsfl1c"	22600000	6597800	4840900	11346233.3333333	6597800	-0.398367871581201	0.717653176788911
2051.1779	"O88987"	"A-kinase anchor protein 3"	"Akap3"	41457000	6957200	1417300	16610500	6957200	-1.52080742110717	0.212156064554782
2184.1977	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	337800000	46101000	8374600	130758533.333333	46101000	-1.2265635210834	0.318567309287246
2188.1966	"Q9DAN1"	"Protein disulfide-isomerase-like protein of the testis"	"Pdilt"	35509000	6946900	1209700	14555200	6946900	-1.80973402276924	0.124003263736212
1170.6608	"Q3V132"	"ADP/ATP translocase 4;ADP/ATP translocase 4, N-terminally processed"	"Slc25a31"	59902000	43370000	16692000	39988000	43370000	-0.419570405379189	0.686499112969706
1787.9557	"Q6ZQ73"	"Cullin-associated NEDD8-dissociated protein 2"	"Cand2"	1592400	763150	0	785183.333333333	763150	-0.587375495708114	0.566587314400196
1427.7079	"Q9D9C7"	"Uncharacterized protein C3orf62 homolog"	""	1755700	1443400	587740	1262280	1443400	-0.240407252099361	0.814768178800217
1060.5111	"Q99MW1"	"Serine/threonine-protein kinase 31"	"Stk31"	4434100	2747700	1087300	2756366.66666667	2747700	-0.0582985602148289	0.95502447402159
1032.6219	"Q3U1J4"	"DNA damage-binding protein 1"	"Ddb1"	14608000	5064100	2577100	7416400	5064100	-0.164951731640539	0.874689245819364
1031.5764	"Q9WUA2"	"Phenylalanine--tRNA ligase beta subunit"	"Farsb"	12395000	8551800	3795900	8247566.66666667	8551800	-0.858442388544903	0.426745884761622
775.45922	"Q924M7"	"Mannose-6-phosphate isomerase"	"Mpi"	21527000	23113000	9146500	17928833.3333333	21527000	-0.279992775552311	0.784144513420463
1203.5918	"Q3UMY5"	"Echinoderm microtubule-associated protein-like 4"	"Eml4"	1600800	3036900	2027700	2221800	2027700	-0.229808426238747	0.822760658766963
2092.0437	"Q9D1D4"	"Transmembrane emp24 domain-containing protein 10"	"Tmed10"	5038400	9299300	5416600	6584766.66666667	5416600	-0.713851889830343	0.514650427244295
1237.5431	"Q61496"	"Probable ATP-dependent RNA helicase DDX4;ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10;ATP-dependent RNA helicase DDX3Y"	"Ddx4;Ddx3x;D1Pas1;Ddx3y"	30349000	16578000	8251400	18392800	16578000	-1.04979204847707	0.339125325342856
982.45824	"Q60676"	"Serine/threonine-protein phosphatase 5"	"Ppp5c"	12159000	6240500	2913200	7104233.33333333	6240500	-0.057876328042258	0.955331700901892
1353.7115	"O88987"	"A-kinase anchor protein 3"	"Akap3"	29312000	6615900	2909100	12945666.6666667	6615900	-1.18345394104844	0.284468634413123
831.4338	"P61407"	"Tudor domain-containing protein 6"	"Tdrd6"	6254500	3747300	1785200	3929000	3747300	-0.289774881012666	0.78087695014789
1617.8654	"Q91V57"	"N-chimaerin"	"Chn1"	0	2139400	860090	999830	860090	-0.259812451297569	0.801092283122166
1199.5782	"Q9WVJ2"	"26S proteasome non-ATPase regulatory subunit 13"	"Psmd13"	13462000	10835000	0	8099000	10835000	-0.126882427054068	0.909689125000712
846.45995	"P09470"	"Angiotensin-converting enzyme;Angiotensin-converting enzyme, soluble form"	"Ace"	20043000	16302000	5567400	13970800	16302000	-0.160479156446808	0.875899159978891
1523.7732	"Q3UGF1"	"WD repeat-containing protein 19"	"Wdr19"	3416800	2361400	977350	2251850	2361400	-0.055227615545969	0.957425526327908
2370.2577	"Q8K310"	"Matrin-3"	"Matr3"	72242000	13167000	5719600	30376200	13167000	-0.20922077833416	0.849708882305179
1044.5564	"Q8C0M9"	"Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain"	"Asrgl1"	79883000	50115000	19498000	49832000	50115000	-0.383597068921905	0.711677088792408
1073.5605	"P54227"	"Stathmin;Stathmin-2"	"Stmn1;Stmn2"	86149000	72178000	32713000	63680000	72178000	-0.0552934362857427	0.956872232783764
1157.6404	"Q924Z6"	"Exportin-6"	"Xpo6"	882220	642590	0	508270	642590	-0.664434619022204	0.518712009094774
1615.6759	"Q9Z2X1"	"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed"	"Hnrnpf"	52489000	30898000	12330000	31905666.6666667	30898000	-0.0620620098591028	0.952102992493309
1815.7694	"P70302"	"Stromal interaction molecule 1"	"Stim1"	4425200	2564900	626080	2538726.66666667	2564900	-0.0615479792688657	0.953368796436506
1454.6824	"P62717"	"60S ribosomal protein L18a"	"Rpl18a"	20500000	14646000	5045300	13397100	14646000	-0.314578131045899	0.777618205936449
2311.9863	"Q9D6N5"	"Dr1-associated corepressor"	"Drap1"	16392000	7404100	2621100	8805733.33333333	7404100	-0.374543264506102	0.723364293700573
3317.6191	"Q3TTP0"	"SHC SH2 domain-binding protein 1-like protein"	"Shcbp1l"	27333000	21376000	4170100	17626366.6666667	21376000	-1.45538844488372	0.199994103815895
1312.7292	"Q78Y63"	"Phosducin-like protein 2"	"Pdcl2"	7387700	6277900	1915300	5193633.33333333	6277900	-1.14909731402827	0.285316018163825
1751.873	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	129280000	26941000	8751100	54990700	26941000	-1.87915757856174	0.0885385997865859
1567.7804	"P42932"	"T-complex protein 1 subunit theta"	"Cct8"	83702000	26814000	12799000	41105000	26814000	-0.388671122382674	0.713001976049177
1102.5692	"Q8C262"	"Interferon-inducible GTPase 5"	"Irgc"	26054000	12382000	5246500	14560833.3333333	12382000	-0.693749730852581	0.509688891535071
1445.6708	"P27546"	"Microtubule-associated protein 4"	"Map4"	15053000	7690500	2984100	8575866.66666667	7690500	-0.0708212101847988	0.94882172332444
1566.6322	"E9Q0C6"	""	"Gm14569"	10233000	5634500	1145700	5671066.66666667	5634500	-0.49225424792219	0.655567436732846
1801.8846	"O35098"	"Dihydropyrimidinase-related protein 4"	"Dpysl4"	4053000	3391700	1729300	3058000	3391700	-0.259221950147389	0.805625044329032
2642.0261	"Q8BGQ7"	"Alanine--tRNA ligase, cytoplasmic"	"Aars"	12292000	5984500	2243500	6840000	5984500	-1.36550399705211	0.202081570164777
1418.7405	"P06683"	"Complement component C9"	"C9"	0	1516900	1205500	907466.666666667	1205500	-0.044376829643795	0.965508531175804
2407.9888	"P63101"	"14-3-3 protein zeta/delta"	"Ywhaz"	3395100	2372300	1833500	2533633.33333333	2372300	-0.507323330946448	0.629145125474699
800.41407	"P16627"	"Heat shock 70 kDa protein 1-like;Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B"	"Hspa1l;Hspa1a;Hspa1b"	25129000	10699000	3711400	13179800	10699000	-0.0984259863825956	0.925258067738171
3007.4307	"Q9D051"	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	"Pdhb"	25146000	10772000	2238300	12718766.6666667	10772000	-0.624762360115319	0.578816041791831
1538.7801	"P56873"	"Sjoegren syndrome/scleroderma autoantigen 1 homolog"	"Sssca1"	9147400	2635100	709400	4163966.66666667	2635100	-0.206896831779434	0.845259343343936
2569.2159	"Q62087"	"Serum paraoxonase/lactonase 3"	"Pon3"	11851000	8167600	2692500	7570366.66666667	8167600	-0.00350820942501747	0.997282033205635
1210.5295	"Q61845"	"Meiosis-expressed gene 1 protein"	"Meig1"	22072000	16725000	7401000	15399333.3333333	16725000	-0.278534581155901	0.787264435406586
1014.5094	"Q32MG2"	"Spermatid-associated protein"	"Spert"	17524000	6889300	2815200	9076166.66666667	6889300	-0.926110941417562	0.40277114840536
3198.5999	"Q6A4J8"	"Ubiquitin carboxyl-terminal hydrolase 7"	"Usp7"	17042000	7158600	3484700	9228433.33333333	7158600	-1.48015641208096	0.188449032277806
968.5291	"P13707"	"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"	"Gpd1"	26349000	14573000	6444700	15788900	14573000	-0.9783189188451	0.362914796238817
1542.6587	"P14211"	"Calreticulin"	"Calr"	47474000	23865000	4099700	25146233.3333333	23865000	-0.462142386993928	0.688854810890343
